year,event_id,match_id,match_date,match_surface,match_court,match_round,tournament_name,tournament_city,tournament_draw,loser_name,winner_name,match_score,match_time,loser_aces_all,loser_aces_1st,loser_aces_2nd,loser_aces_3rd,loser_aces_4th,loser_aces_5th,winner_aces_all,winner_aces_1st,winner_aces_2nd,winner_aces_3rd,winner_aces_4th,winner_aces_5th,loser_double_faults_all,loser_double_faults_1st,loser_double_faults_2nd,loser_double_faults_3rd,loser_double_faults_4th,loser_double_faults_5th,winner_double_faults_all,winner_double_faults_1st,winner_double_faults_2nd,winner_double_faults_3rd,winner_double_faults_4th,winner_double_faults_5th,loser_serve_rating_all,loser_serve_rating_1st,loser_serve_rating_2nd,loser_serve_rating_3rd,loser_serve_rating_4th,loser_serve_rating_5th,winner_serve_rating_all,winner_serve_rating_1st,winner_serve_rating_2nd,winner_serve_rating_3rd,winner_serve_rating_4th,winner_serve_rating_5th,loser_first_serve_all,loser_first_serve_1st,loser_first_serve_2nd,loser_first_serve_3rd,loser_first_serve_4th,loser_first_serve_5th,winner_first_serve_all,winner_first_serve_1st,winner_first_serve_2nd,winner_first_serve_3rd,winner_first_serve_4th,winner_first_serve_5th,loser_first_serve_points_all,loser_first_serve_points_1st,loser_first_serve_points_2nd,loser_first_serve_points_3rd,loser_first_serve_points_4th,loser_first_serve_points_5th,winner_first_serve_points_all,winner_first_serve_points_1st,winner_first_serve_points_2nd,winner_first_serve_points_3rd,winner_first_serve_points_4th,winner_first_serve_points_5th,loser_second_serve_points_all,loser_second_serve_points_1st,loser_second_serve_points_2nd,loser_second_serve_points_3rd,loser_second_serve_points_4th,loser_second_serve_points_5th,winner_second_serve_points_all,winner_second_serve_points_1st,winner_second_serve_points_2nd,winner_second_serve_points_3rd,winner_second_serve_points_4th,winner_second_serve_points_5th,loser_break_points_saved_all,loser_break_points_saved_1st,loser_break_points_saved_2nd,loser_break_points_saved_3rd,loser_break_points_saved_4th,loser_break_points_saved_5th,winner_break_points_saved_all,winner_break_points_saved_1st,winner_break_points_saved_2nd,winner_break_points_saved_3rd,winner_break_points_saved_4th,winner_break_points_saved_5th,loser_service_games_played_all,loser_service_games_played_1st,loser_service_games_played_2nd,loser_service_games_played_3rd,loser_service_games_played_4th,loser_service_games_played_5th,winner_service_games_played_all,winner_service_games_played_1st,winner_service_games_played_2nd,winner_service_games_played_3rd,winner_service_games_played_4th,winner_service_games_played_5th,loser_return_rating_all,loser_return_rating_1st,loser_return_rating_2nd,loser_return_rating_3rd,loser_return_rating_4th,loser_return_rating_5th,winner_return_rating_all,winner_return_rating_1st,winner_return_rating_2nd,winner_return_rating_3rd,winner_return_rating_4th,winner_return_rating_5th,loser_first_serve_return_points_all,loser_first_serve_return_points_1st,loser_first_serve_return_points_2nd,loser_first_serve_return_points_3rd,loser_first_serve_return_points_4th,loser_first_serve_return_points_5th,winner_first_serve_return_points_all,winner_first_serve_return_points_1st,winner_first_serve_return_points_2nd,winner_first_serve_return_points_3rd,winner_first_serve_return_points_4th,winner_first_serve_return_points_5th,loser_second_serve_return_points_all,loser_second_serve_return_points_1st,loser_second_serve_return_points_2nd,loser_second_serve_return_points_3rd,loser_second_serve_return_points_4th,loser_second_serve_return_points_5th,winner_second_serve_return_points_all,winner_second_serve_return_points_1st,winner_second_serve_return_points_2nd,winner_second_serve_return_points_3rd,winner_second_serve_return_points_4th,winner_second_serve_return_points_5th,loser_break_points_converted_all,loser_break_points_converted_1st,loser_break_points_converted_2nd,loser_break_points_converted_3rd,loser_break_points_converted_4th,loser_break_points_converted_5th,winner_break_points_converted_all,winner_break_points_converted_1st,winner_break_points_converted_2nd,winner_break_points_converted_3rd,winner_break_points_converted_4th,winner_break_points_converted_5th,loser_total_service_points_won_all,loser_total_service_points_won_1st,loser_total_service_points_won_2nd,loser_total_service_points_won_3rd,loser_total_service_points_won_4th,loser_total_service_points_won_5th,winner_total_service_points_won_all,winner_total_service_points_won_1st,winner_total_service_points_won_2nd,winner_total_service_points_won_3rd,winner_total_service_points_won_4th,winner_total_service_points_won_5th,loser_total_return_points_won_all,loser_total_return_points_won_1st,loser_total_return_points_won_2nd,loser_total_return_points_won_3rd,loser_total_return_points_won_4th,loser_total_return_points_won_5th,winner_total_return_points_won_all,winner_total_return_points_won_1st,winner_total_return_points_won_2nd,winner_total_return_points_won_3rd,winner_total_return_points_won_4th,winner_total_return_points_won_5th,loser_total_points_won_all,loser_total_points_won_1st,loser_total_points_won_2nd,loser_total_points_won_3rd,loser_total_points_won_4th,loser_total_points_won_5th,winner_total_points_won_all,winner_total_points_won_1st,winner_total_points_won_2nd,winner_total_points_won_3rd,winner_total_points_won_4th,winner_total_points_won_5th
2022,9663,2022/9663/MS015,2022-01-10,Hard,Ken Rosewall Arena,Round of 16,Sydney Tennis Classic,Sydney,28,Nikoloz Basilashvili,Andy Murray,"6-7, 7-6, 6-3",03:13:17,6,2,2,2,,,8,2,1,5,,,5,2,3,0,,,1,0,1,0,,,260,269,261,243,,,284,271,257,309,,,76/125,34/52,26/44,16/29,"","",72/123,23/41,23/50,26/32,"","",59/76,24/34,21/26,14/16,"","",51/72,17/23,15/23,19/26,"","",19/49,9/18,7/18,3/13,"","",30/51,10/18,17/27,3/6,"","",9/12,6/7,0/1,3/4,"","",7/9,3/4,3/4,1/1,"","",16,6,6,4,,,17,6,6,5,,,103,111,113,77,,,126,109,196,140,,,21/72,6/23,8/23,7/26,"","",17/76,10/34,5/26,2/16,"","",21/51,8/18,10/27,3/6,"","",30/49,9/18,11/18,10/13,"","",2/9,1/4,1/4,0/1,"","",3/12,1/7,1/1,1/4,"","",78/125,33/52,28/44,17/29,"","",81/123,27/41,32/50,22/32,"","",42/123,14/41,18/50,10/32,"","",47/125,19/52,16/44,12/29,"","",120/248,47/93,46/94,27/61,"","",128/248,46/93,48/94,34/61,"",""
2022,9663,2022/9663/MS017,2022-01-10,Hard,Court 1,Round of 32,Sydney Tennis Classic,Sydney,28,Stefano Travaglia,Miomir Kecmanovic,"6-2, 6-3",01:03:06,4,2,2,,,,6,3,3,,,,4,2,2,,,,2,2,0,,,,210,203,216,,,,299,301,299,,,,34/56,17/28,17/28,"","","",21/46,8/21,13/25,"","","",21/34,11/17,10/17,"","","",17/21,8/8,9/13,"","","",7/22,3/11,4/11,"","","",17/25,8/13,9/12,"","","",4/8,2/4,2/4,"","","",2/2,0/0,2/2,"","","",9,4,5,,,,8,4,4,,,,51,38,56,,,,200,208,195,,,,4/21,0/8,4/13,"","","",13/34,6/17,7/17,"","","",8/25,5/13,3/12,"","","",15/22,8/11,7/11,"","","",0/2,0/0,0/2,"","","",4/8,2/4,2/4,"","","",28/56,14/28,14/28,"","","",34/46,16/21,18/25,"","","",12/46,5/21,7/25,"","","",28/56,14/28,14/28,"","","",40/102,19/49,21/53,"","","",62/102,30/49,32/53,"","",""
2022,9663,2022/9663/MS018,2022-01-10,Hard,Court 1,Round of 32,Sydney Tennis Classic,Sydney,28,Christopher O'Connell,Sebastian Baez,"6-2, 1-6, 7-6",02:14:02,5,0,2,3,,,8,3,2,3,,,1,0,1,0,,,1,0,0,1,,,268,190,311,290,,,270,254,173,326,,,61/91,18/22,14/21,29/48,"","",60/94,26/40,8/16,26/38,"","",38/61,6/18,12/14,20/29,"","",40/60,14/26,5/8,21/26,"","",17/30,2/4,4/7,11/19,"","",19/34,8/14,2/8,9/12,"","",1/4,1/4,0/0,0/0,"","",7/10,3/4,2/4,2/2,"","",14,4,4,6,,,13,4,3,6,,,130,139,229,44,,,177,267,57,73,,,20/60,12/26,3/8,5/26,"","",23/61,12/18,2/14,9/29,"","",15/34,6/14,6/8,3/12,"","",13/30,2/4,3/7,8/19,"","",3/10,1/4,2/4,0/2,"","",3/4,3/4,0/0,0/0,"","",55/91,8/22,16/21,31/48,"","",59/94,22/40,7/16,30/38,"","",35/94,18/40,9/16,8/38,"","",36/91,14/22,5/21,17/48,"","",90/185,26/62,25/37,39/86,"","",95/185,36/62,12/37,47/86,"",""
2022,9663,2022/9663/MS019,2022-01-10,Hard,Court 1,Round of 32,Sydney Tennis Classic,Sydney,28,Hugo Gaston,Lorenzo Sonego,"3-6, 6-3, 7-5",02:42:35,4,1,0,3,,,8,2,3,3,,,4,2,1,1,,,1,0,1,0,,,251,290,199,259,,,281,251,255,311,,,56/111,14/31,15/30,27/50,"","",54/84,18/29,17/24,19/31,"","",37/56,13/14,7/15,17/27,"","",44/54,12/18,15/17,17/19,"","",30/55,9/17,8/15,13/23,"","",13/30,5/11,1/7,7/12,"","",11/14,1/1,4/6,6/7,"","",1/3,1/2,0/1,0/0,"","",15,5,4,6,,,15,4,5,6,,,156,163,218,53,,,120,54,183,110,,,10/54,6/18,2/17,2/19,"","",19/56,1/14,8/15,10/27,"","",17/30,6/11,6/7,5/12,"","",25/55,8/17,7/15,10/23,"","",2/3,1/2,1/1,0/0,"","",3/14,0/1,2/6,1/7,"","",67/111,22/31,15/30,30/50,"","",57/84,17/29,16/24,24/31,"","",27/84,12/29,8/24,7/31,"","",44/111,9/31,15/30,20/50,"","",94/195,34/60,23/54,37/81,"","",101/195,26/60,31/54,44/81,"",""
2022,9663,2022/9663/MS021,2022-01-10,Hard,Ken Rosewall Arena,Round of 32,Sydney Tennis Classic,Sydney,28,Alexei Popyrin,Pedro Martinez,"6-4, 6-4",01:32:41,4,3,1,,,,5,2,3,,,,2,0,2,,,,3,2,1,,,,251,275,228,,,,282,287,281,,,,31/53,19/28,12/25,"","","",42/63,21/33,21/30,"","","",22/31,13/19,9/12,"","","",30/42,17/21,13/21,"","","",11/22,5/9,6/13,"","","",11/21,5/12,6/9,"","","",0/3,0/1,0/2,"","","",1/2,0/0,1/2,"","","",10,5,5,,,,10,5,5,,,,137,77,141,,,,209,196,219,,,,12/42,4/21,8/21,"","","",9/31,6/19,3/12,"","","",10/21,7/12,3/9,"","","",11/22,4/9,7/13,"","","",1/2,0/0,1/2,"","","",3/3,1/1,2/2,"","","",33/53,18/28,15/25,"","","",41/63,22/33,19/30,"","","",22/63,11/33,11/30,"","","",20/53,10/28,10/25,"","","",55/116,29/61,26/55,"","","",61/116,32/61,29/55,"","",""
2022,9663,2022/9663/MS022,2022-01-10,Hard,Court 1,Round of 32,Sydney Tennis Classic,Sydney,28,Adrian Mannarino,Maxime Cressy,"6-3, 7-5",01:22:36,2,1,1,,,,12,6,6,,,,2,2,0,,,,2,1,1,,,,247,241,252,,,,308,318,291,,,,40/60,15/28,25/32,"","","",40/58,22/30,18/28,"","","",26/40,10/15,16/25,"","","",33/40,17/22,16/18,"","","",9/20,6/13,3/7,"","","",10/18,5/8,5/10,"","","",0/3,0/1,0/2,"","","",2/3,2/2,0/1,"","","",10,4,6,,,,11,5,6,,,,104,61,177,,,,220,212,226,,,,7/40,5/22,2/18,"","","",14/40,5/15,9/25,"","","",8/18,3/8,5/10,"","","",11/20,7/13,4/7,"","","",1/3,0/2,1/1,"","","",3/3,1/1,2/2,"","","",35/60,16/28,19/32,"","","",43/58,22/30,21/28,"","","",15/58,8/30,7/28,"","","",25/60,12/28,13/32,"","","",50/118,24/58,26/60,"","","",68/118,34/58,34/60,"","",""
2022,9663,2022/9663/MS023,2022-01-10,Hard,Court 4,Round of 32,Sydney Tennis Classic,Sydney,28,Alejandro Davidovich Fokina,Dusan Lajovic,"7-6, 6-4",01:40:34,2,1,1,,,,1,0,1,,,,0,0,0,,,,1,1,0,,,,264,279,248,,,,272,263,294,,,,38/67,18/37,20/30,"","","",59/80,34/48,25/32,"","","",23/38,13/18,10/20,"","","",41/59,25/34,16/25,"","","",21/29,14/19,7/10,"","","",10/21,5/14,5/7,"","","",3/6,1/2,2/4,"","","",7/9,6/7,1/2,"","","",11,6,5,,,,11,6,5,,,,123,120,135,,,,144,120,170,,,,18/59,9/34,9/25,"","","",15/38,5/18,10/20,"","","",11/21,9/14,2/7,"","","",8/29,5/19,3/10,"","","",2/9,1/7,1/2,"","","",3/6,1/2,2/4,"","","",44/67,27/37,17/30,"","","",51/80,30/48,21/32,"","","",29/80,18/48,11/32,"","","",23/67,10/37,13/30,"","","",73/147,45/85,28/62,"","","",74/147,40/85,34/62,"","",""
2022,9663,2022/9663/MS024,2022-01-10,Hard,Ken Rosewall Arena,Round of 32,Sydney Tennis Classic,Sydney,28,Daniel Altmaier,Fabio Fognini,"6-3, 7-5",01:25:05,9,0,9,,,,7,4,3,,,,0,0,0,,,,3,3,0,,,,263,265,253,,,,290,304,273,,,,43/59,18/23,25/36,"","","",37/61,17/26,20/35,"","","",29/43,13/18,16/25,"","","",30/37,16/17,14/20,"","","",7/16,2/5,5/11,"","","",13/24,4/9,9/15,"","","",3/6,1/2,2/4,"","","",1/2,0/0,1/2,"","","",10,4,6,,,,11,5,6,,,,124,62,136,,,,169,163,174,,,,7/37,1/17,6/20,"","","",14/43,5/18,9/25,"","","",11/24,5/9,6/15,"","","",9/16,3/5,6/11,"","","",1/2,0/0,1/2,"","","",3/6,1/2,2/4,"","","",36/59,15/23,21/36,"","","",43/61,20/26,23/35,"","","",18/61,6/26,12/35,"","","",23/59,8/23,15/36,"","","",54/120,21/49,33/71,"","","",66/120,28/49,38/71,"","",""
2022,9663,2022/9663/MS025,2022-01-10,Hard,Court 4,Round of 32,Sydney Tennis Classic,Sydney,28,Jiri Vesely,Brandon Nakashima,"7-6, 7-6",01:48:23,13,6,7,,,,12,10,2,,,,3,0,3,,,,1,1,0,,,,318,319,304,,,,331,321,332,,,,48/69,24/36,24/33,"","","",44/73,25/40,19/33,"","","",39/48,19/24,20/24,"","","",34/44,19/25,15/19,"","","",12/21,8/12,4/9,"","","",24/29,11/15,13/14,"","","",0/0,0/0,0/0,"","","",0/0,0/0,0/0,"","","",12,6,6,,,,12,6,6,,,,40,51,28,,,,62,54,73,,,,10/44,6/25,4/19,"","","",9/48,5/24,4/24,"","","",5/29,4/15,1/14,"","","",9/21,4/12,5/9,"","","",0/0,0/0,0/0,"","","",0/0,0/0,0/0,"","","",51/69,27/36,24/33,"","","",58/73,30/40,28/33,"","","",15/73,10/40,5/33,"","","",18/69,9/36,9/33,"","","",66/142,37/76,29/66,"","","",76/142,39/76,37/66,"","",""
2022,9663,2022/9663/MS026,2022-01-10,Hard,Ken Rosewall Arena,Round of 32,Sydney Tennis Classic,Sydney,28,Marcos Giron,Jordan Thompson,"6-4, 6-2",01:22:08,3,2,1,,,,4,2,2,,,,2,1,1,,,,0,0,0,,,,219,229,207,,,,286,261,314,,,,29/50,16/28,13/22,"","","",39/54,20/28,19/26,"","","",18/29,11/16,7/13,"","","",27/39,14/20,13/19,"","","",9/21,5/12,4/9,"","","",8/15,3/8,5/7,"","","",2/6,1/3,1/3,"","","",3/4,1/2,2/2,"","","",9,5,4,,,,9,5,4,,,,114,163,61,,,,206,196,219,,,,12/39,6/20,6/19,"","","",11/29,5/16,6/13,"","","",7/15,5/8,2/7,"","","",12/21,7/12,5/9,"","","",1/4,1/2,0/2,"","","",4/6,2/3,2/3,"","","",27/50,16/28,11/22,"","","",35/54,17/28,18/26,"","","",19/54,11/28,8/26,"","","",23/50,12/28,11/22,"","","",46/104,27/56,19/48,"","","",58/104,29/56,29/48,"","",""
2022,9663,2022/9663/MS028,2022-01-10,Hard,Court 1,Round of 32,Sydney Tennis Classic,Sydney,28,Facundo Bagnis,David Goffin,"6-4, 6-4",01:30:10,6,2,4,,,,4,0,4,,,,1,0,1,,,,4,2,2,,,,227,180,262,,,,254,208,305,,,,30/54,14/24,16/30,"","","",30/67,16/37,14/30,"","","",18/30,7/14,11/16,"","","",21/30,8/16,13/14,"","","",11/24,3/10,8/14,"","","",22/37,12/21,10/16,"","","",3/7,2/5,1/2,"","","",6/8,3/5,3/3,"","","",10,5,5,,,,10,5,5,,,,116,173,45,,,,191,240,144,,,,9/30,8/16,1/14,"","","",12/30,7/14,5/16,"","","",15/37,9/21,6/16,"","","",13/24,7/10,6/14,"","","",2/8,2/5,0/3,"","","",4/7,3/5,1/2,"","","",29/54,10/24,19/30,"","","",43/67,20/37,23/30,"","","",24/67,17/37,7/30,"","","",25/54,14/24,11/30,"","","",53/121,27/61,26/60,"","","",68/121,34/61,34/60,"","",""
2022,9663,2022/9663/MS029,2022-01-10,Hard,Court 4,Round of 32,Sydney Tennis Classic,Sydney,28,Federico Delbonis,Denis Kudla,"6-3, 6-1",01:03:06,4,2,2,,,,8,4,4,,,,2,1,1,,,,0,0,0,,,,178,181,168,,,,309,269,375,,,,31/49,21/31,10/18,"","","",34/43,17/24,17/19,"","","",15/31,11/21,4/10,"","","",27/34,13/17,14/17,"","","",5/18,2/10,3/8,"","","",5/9,3/7,2/2,"","","",2/7,1/4,1/3,"","","",2/3,2/3,0/0,"","","",8,5,3,,,,8,4,4,,,,110,139,18,,,,257,263,256,,,,7/34,4/17,3/17,"","","",16/31,10/21,6/10,"","","",4/9,4/7,0/2,"","","",13/18,8/10,5/8,"","","",1/3,1/3,0/0,"","","",5/7,3/4,2/3,"","","",20/49,13/31,7/18,"","","",32/43,16/24,16/19,"","","",11/43,8/24,3/19,"","","",29/49,18/31,11/18,"","","",31/92,21/55,10/37,"","","",61/92,34/55,27/37,"","",""
2022,9663,2022/9663/MS030,2022-01-10,Hard,Ken Rosewall Arena,Round of 32,Sydney Tennis Classic,Sydney,28,Viktor Durasovic,Andy Murray,"6-3, 6-1",01:11:48,2,1,1,,,,4,2,2,,,,3,2,1,,,,2,2,0,,,,205,240,162,,,,301,292,312,,,,34/58,19/35,15/23,"","","",26/44,18/29,8/15,"","","",20/34,13/19,7/15,"","","",25/26,17/18,8/8,"","","",9/24,7/16,2/8,"","","",8/18,4/11,4/7,"","","",4/8,4/5,0/3,"","","",0/0,0/0,0/0,"","","",8,4,4,,,,8,5,3,,,,60,70,43,,,,204,133,303,,,,1/26,1/18,0/8,"","","",14/34,6/19,8/15,"","","",10/18,7/11,3/7,"","","",15/24,9/16,6/8,"","","",0/0,0/0,0/0,"","","",4/8,1/5,3/3,"","","",29/58,20/35,9/23,"","","",33/44,21/29,12/15,"","","",11/44,8/29,3/15,"","","",29/58,15/35,14/23,"","","",40/102,28/64,12/38,"","","",62/102,36/64,26/38,"","",""
2022,9663,2022/9663/QS004,2022-01-10,Hard,Court 5,2nd Round Qualifying,Sydney Tennis Classic,Sydney,28,Harri Heliovaara,Viktor Durasovic,"6-4, 3-6, 6-4",02:16:06,8,3,3,2,,,5,1,2,2,,,3,1,2,0,,,4,1,1,2,,,273,283,272,257,,,268,293,207,294,,,51/86,16/25,22/30,13/31,"","",46/83,14/28,15/24,17/31,"","",38/51,13/16,15/22,10/13,"","",35/46,12/14,9/15,14/17,"","",19/35,5/9,4/8,10/18,"","",19/37,8/14,3/9,8/14,"","",7/10,1/2,4/5,2/3,"","",2/4,0/0,1/3,1/1,"","",15,5,5,5,,,14,5,4,5,,,137,57,224,61,,,121,133,122,120,,,11/46,2/14,6/15,3/17,"","",13/51,3/16,7/22,3/13,"","",18/37,6/14,6/9,6/14,"","",16/35,4/9,4/8,8/18,"","",2/4,0/0,2/3,0/1,"","",3/10,1/2,1/5,1/3,"","",57/86,18/25,19/30,20/31,"","",54/83,20/28,12/24,22/31,"","",29/83,8/28,12/24,9/31,"","",29/86,7/25,11/30,11/31,"","",86/169,26/53,31/54,29/62,"","",83/169,27/53,23/54,33/62,"",""
2022,9663,2022/9663/QS005,2022-01-10,Hard,Court 4,2nd Round Qualifying,Sydney Tennis Classic,Sydney,28,Stefano Travaglia,Christopher O'Connell,"6-3, 6-4",01:22:29,3,1,2,,,,4,1,3,,,,2,2,0,,,,1,0,1,,,,236,243,235,,,,288,311,257,,,,20/49,9/25,11/24,"","","",37/59,18/30,19/29,"","","",16/20,8/9,8/11,"","","",27/37,12/18,15/19,"","","",14/29,7/16,7/13,"","","",13/22,10/12,3/10,"","","",1/4,1/2,0/2,"","","",5/6,2/2,3/4,"","","",9,4,5,,,,10,5,5,,,,95,50,136,,,,180,142,213,,,,10/37,6/18,4/19,"","","",4/20,1/9,3/11,"","","",9/22,2/12,7/10,"","","",15/29,9/16,6/13,"","","",1/6,0/2,1/4,"","","",3/4,1/2,2/2,"","","",30/49,15/25,15/24,"","","",40/59,22/30,18/29,"","","",19/59,8/30,11/29,"","","",19/49,10/25,9/24,"","","",49/108,23/55,26/53,"","","",59/108,32/55,27/53,"","",""
2022,9663,2022/9663/QS006,2022-01-10,Hard,Court 6,2nd Round Qualifying,Sydney Tennis Classic,Sydney,28,Denis Kudla,Jiri Vesely,"6-4, 7-6",01:45:35,8,2,6,,,,20,7,13,,,,0,0,0,,,,2,0,2,,,,278,245,296,,,,316,278,332,,,,54/81,22/29,32/52,"","","",42/65,17/29,25/36,"","","",34/54,14/22,20/32,"","","",36/42,14/17,22/25,"","","",16/27,3/7,13/20,"","","",13/23,6/12,7/11,"","","",4/6,1/3,3/3,"","","",3/4,3/4,0/0,"","","",11,5,6,,,,11,5,6,,,,91,113,48,,,,129,200,73,,,,6/42,3/17,3/25,"","","",20/54,8/22,12/32,"","","",10/23,6/12,4/11,"","","",11/27,4/7,7/20,"","","",1/4,1/4,0/0,"","","",2/6,2/3,0/3,"","","",50/81,17/29,33/52,"","","",49/65,20/29,29/36,"","","",16/65,9/29,7/36,"","","",31/81,12/29,19/52,"","","",66/146,26/58,40/88,"","","",80/146,32/58,48/88,"","",""
2022,9663,2022/9663/QS007,2022-01-10,Hard,Court 6,2nd Round Qualifying,Sydney Tennis Classic,Sydney,28,Daniel Altmaier,Sebastian Baez,"7-6, 7-5",02:22:25,10,7,3,,,,1,0,1,,,,1,1,0,,,,2,1,1,,,,245,270,213,,,,258,275,239,,,,50/89,25/45,25/44,"","","",61/94,26/44,35/50,"","","",34/50,20/25,14/25,"","","",41/61,19/26,22/35,"","","",18/39,9/20,9/19,"","","",17/33,11/18,6/15,"","","",8/12,5/6,3/6,"","","",3/6,1/2,2/4,"","","",12,6,6,,,,12,6,6,,,,156,132,180,,,,152,108,197,,,,20/61,7/26,13/35,"","","",16/50,5/25,11/25,"","","",16/33,7/18,9/15,"","","",21/39,11/20,10/19,"","","",3/6,1/2,2/4,"","","",4/12,1/6,3/6,"","","",52/89,29/45,23/44,"","","",58/94,30/44,28/50,"","","",36/94,14/44,22/50,"","","",37/89,16/45,21/44,"","","",88/183,43/89,45/94,"","","",95/183,46/89,49/94,"","",""
2022,9663,2022/9663/QS009,2022-01-10,Hard,Court 6,1st Round Qualifying,Sydney Tennis Classic,Sydney,28,Pablo Andujar,Viktor Durasovic,"7-6, 3-6, 6-3",02:45:22,1,0,0,1,,,8,3,2,3,,,6,0,1,5,,,5,1,3,1,,,254,271,300,215,,,263,273,221,294,,,39/83,19/34,10/21,10/28,"","",61/108,26/45,19/36,16/27,"","",32/39,15/19,8/10,9/10,"","",48/61,20/26,14/19,14/16,"","",22/44,8/15,8/11,6/18,"","",21/47,10/19,6/17,5/11,"","",1/4,0/1,0/0,1/3,"","",12/15,5/6,6/8,1/1,"","",15,6,4,5,,,15,6,5,4,,,116,103,156,68,,,163,184,47,184,,,13/61,6/26,5/19,2/16,"","",7/39,4/19,2/10,1/10,"","",26/47,9/19,11/17,6/11,"","",22/44,7/15,3/11,12/18,"","",3/15,1/6,2/8,0/1,"","",3/4,1/1,0/0,2/3,"","",54/83,23/34,16/21,15/28,"","",69/108,30/45,20/36,19/27,"","",39/108,15/45,16/36,8/27,"","",29/83,11/34,5/21,13/28,"","",93/191,38/79,32/57,23/55,"","",98/191,41/79,25/57,32/55,"",""
2022,9663,2022/9663/QS010,2022-01-10,Hard,Court 6,1st Round Qualifying,Sydney Tennis Classic,Sydney,28,Matthew Christopher Romios,Stefano Travaglia,"7-5, 6-1",01:26:07,1,1,0,,,,4,3,1,,,,5,3,2,,,,2,1,1,,,,220,251,159,,,,295,300,288,,,,28/58,21/43,7/15,"","","",37/69,18/34,19/35,"","","",16/28,13/21,3/7,"","","",26/37,16/18,10/19,"","","",16/30,13/22,3/8,"","","",22/32,9/16,13/16,"","","",0/3,0/1,0/2,"","","",5/5,0/0,5/5,"","","",9,6,3,,,,10,6,4,,,,61,55,66,,,,223,195,286,,,,11/37,2/18,9/19,"","","",12/28,8/21,4/7,"","","",10/32,7/16,3/16,"","","",14/30,9/22,5/8,"","","",0/5,0/0,0/5,"","","",3/3,1/1,2/2,"","","",32/58,26/43,6/15,"","","",48/69,25/34,23/35,"","","",21/69,9/34,12/35,"","","",26/58,17/43,9/15,"","","",53/127,35/77,18/50,"","","",74/127,42/77,32/50,"","",""
2022,9663,2022/9663/QS011,2022-01-10,Hard,Court 1,1st Round Qualifying,Sydney Tennis Classic,Sydney,28,Andreas Seppi,Christopher O'Connell,"6-4, 6-3",01:29:06,3,1,2,,,,9,4,5,,,,6,5,1,,,,1,0,1,,,,210,182,247,,,,288,255,310,,,,39/66,21/35,18/31,"","","",36/54,14/22,22/32,"","","",24/39,12/21,12/18,"","","",26/36,9/14,17/22,"","","",10/27,4/14,6/13,"","","",11/18,5/8,6/10,"","","",6/10,2/5,4/5,"","","",2/4,0/2,2/2,"","","",9,5,4,,,,10,5,5,,,,137,214,63,,,,185,234,132,,,,10/36,5/14,5/22,"","","",15/39,9/21,6/18,"","","",7/18,3/8,4/10,"","","",17/27,10/14,7/13,"","","",2/4,2/2,0/2,"","","",4/10,3/5,1/5,"","","",34/66,16/35,18/31,"","","",37/54,14/22,23/32,"","","",17/54,8/22,9/32,"","","",32/66,19/35,13/31,"","","",51/120,24/57,27/63,"","","",69/120,33/57,36/63,"","",""
2022,9663,2022/9663/QS012,2022-01-10,Hard,Court 4,1st Round Qualifying,Sydney Tennis Classic,Sydney,28,Lucas Pouille,Jiri Vesely,"6-4, 6-4",01:40:55,6,1,5,,,,11,4,7,,,,5,3,2,,,,3,2,1,,,,256,246,260,,,,307,277,334,,,,40/73,17/38,23/35,"","","",42/68,23/45,19/23,"","","",30/40,12/17,18/23,"","","",33/42,15/23,18/19,"","","",15/33,11/21,4/12,"","","",15/26,13/22,2/4,"","","",13/15,5/6,8/9,"","","",5/5,5/5,0/0,"","","",10,5,5,,,,10,5,5,,,,63,76,55,,,,113,114,120,,,,9/42,8/23,1/19,"","","",10/40,5/17,5/23,"","","",11/26,9/22,2/4,"","","",18/33,10/21,8/12,"","","",0/5,0/5,0/0,"","","",2/15,1/6,1/9,"","","",45/73,23/38,22/35,"","","",48/68,28/45,20/23,"","","",20/68,17/45,3/23,"","","",28/73,15/38,13/35,"","","",65/141,40/83,25/58,"","","",76/141,43/83,33/58,"","",""
2022,9663,2022/9663/QS014,2022-01-10,Hard,Court 5,1st Round Qualifying,Sydney Tennis Classic,Sydney,28,Michail Pervolarakis,Daniel Altmaier,"6-4, 6-1",01:06:53,4,3,1,,,,2,1,1,,,,4,3,1,,,,0,0,0,,,,217,263,167,,,,322,315,331,,,,30/52,14/26,16/26,"","","",33/42,21/27,12/15,"","","",19/30,11/14,8/16,"","","",28/33,18/21,10/12,"","","",9/22,6/12,3/10,"","","",5/9,3/6,2/3,"","","",1/5,0/1,1/4,"","","",0/0,0/0,0/0,"","","",9,5,4,,,,8,5,3,,,,59,64,50,,,,220,191,270,,,,5/33,3/21,2/12,"","","",11/30,3/14,8/16,"","","",4/9,3/6,1/3,"","","",13/22,6/12,7/10,"","","",0/0,0/0,0/0,"","","",4/5,1/1,3/4,"","","",28/52,17/26,11/26,"","","",33/42,21/27,12/15,"","","",9/42,6/27,3/15,"","","",24/52,9/26,15/26,"","","",37/94,23/53,14/41,"","","",57/94,30/53,27/41,"","",""
